1,5000, 5000, 5000, 1.862736, 134.211182
1,5000, 5000, 5000, 1.838213, 136.001621
1,5000, 5000, 5000, 1.856424, 134.667539
1,5000, 5000, 5000, 1.834284, 136.292932
1,5000, 5000, 5000, 1.860123, 134.399700
2,5000, 5000, 5000, 0.925873, 270.015512
2,5000, 5000, 5000, 0.923849, 270.607080
2,5000, 5000, 5000, 0.934948, 267.394581
2,5000, 5000, 5000, 0.927182, 269.634196
2,5000, 5000, 5000, 0.929731, 268.894887
3,5000, 5000, 5000, 0.617191, 405.060851
3,5000, 5000, 5000, 0.617550, 404.825284
3,5000, 5000, 5000, 0.620498, 402.902117
3,5000, 5000, 5000, 0.617502, 404.856729
3,5000, 5000, 5000, 0.620679, 402.784783
4,5000, 5000, 5000, 0.466754, 535.614490
4,5000, 5000, 5000, 0.469161, 532.865865
4,5000, 5000, 5000, 0.467642, 534.597226
4,5000, 5000, 5000, 0.469262, 532.751857
4,5000, 5000, 5000, 0.465686, 536.841890
5,5000, 5000, 5000, 0.381485, 655.334136
5,5000, 5000, 5000, 0.382047, 654.369570
5,5000, 5000, 5000, 0.381971, 654.500230
5,5000, 5000, 5000, 0.381035, 656.107206
5,5000, 5000, 5000, 0.382212, 654.087192
6,5000, 5000, 5000, 0.319467, 782.552713
6,5000, 5000, 5000, 0.317393, 787.665784
6,5000, 5000, 5000, 0.318075, 785.978325
6,5000, 5000, 5000, 0.318381, 785.223232
6,5000, 5000, 5000, 0.320108, 780.986644
7,5000, 5000, 5000, 0.274614, 910.368434
7,5000, 5000, 5000, 0.273782, 913.136909
7,5000, 5000, 5000, 0.273484, 914.129284
7,5000, 5000, 5000, 0.281161, 889.170834
7,5000, 5000, 5000, 0.274552, 910.575356
8,5000, 5000, 5000, 0.249031, 1003.892928
8,5000, 5000, 5000, 0.243962, 1024.749319
8,5000, 5000, 5000, 0.242413, 1031.295980
8,5000, 5000, 5000, 0.241769, 1034.044762
8,5000, 5000, 5000, 0.241827, 1033.796935
9,5000, 5000, 5000, 0.216444, 1155.035291
9,5000, 5000, 5000, 0.216288, 1155.868684
9,5000, 5000, 5000, 0.218104, 1146.241545
9,5000, 5000, 5000, 0.216537, 1154.535746
9,5000, 5000, 5000, 0.216477, 1154.857621
10,5000, 5000, 5000, 0.201160, 1242.789997
10,5000, 5000, 5000, 0.200664, 1245.866651
10,5000, 5000, 5000, 0.200408, 1247.456218
10,5000, 5000, 5000, 0.200955, 1244.060383
10,5000, 5000, 5000, 0.200845, 1244.738063
11,5000, 5000, 5000, 0.185420, 1348.293989
11,5000, 5000, 5000, 0.186197, 1342.661811
11,5000, 5000, 5000, 0.186209, 1342.578558
11,5000, 5000, 5000, 0.185692, 1346.314316
11,5000, 5000, 5000, 0.185764, 1345.791349
12,5000, 5000, 5000, 0.165555, 1510.074033
12,5000, 5000, 5000, 0.164833, 1516.684359
12,5000, 5000, 5000, 0.166714, 1499.572439
12,5000, 5000, 5000, 0.165618, 1509.501424
12,5000, 5000, 5000, 0.165368, 1511.775574
13,5000, 5000, 5000, 0.162901, 1534.677487
13,5000, 5000, 5000, 0.160904, 1553.725269
13,5000, 5000, 5000, 0.164053, 1523.901267
13,5000, 5000, 5000, 0.163990, 1524.483107
13,5000, 5000, 5000, 0.160255, 1560.009630
14,5000, 5000, 5000, 0.149863, 1668.185939
14,5000, 5000, 5000, 0.151133, 1654.169439
14,5000, 5000, 5000, 0.150019, 1666.457693
14,5000, 5000, 5000, 0.148545, 1682.993148
14,5000, 5000, 5000, 0.150307, 1663.259635
15,5000, 5000, 5000, 0.135695, 1842.367399
15,5000, 5000, 5000, 0.134282, 1861.747731
15,5000, 5000, 5000, 0.134848, 1853.942976
15,5000, 5000, 5000, 0.135006, 1851.775943
15,5000, 5000, 5000, 0.134775, 1854.946838
16,5000, 5000, 5000, 0.130814, 1911.103492
16,5000, 5000, 5000, 0.129770, 1926.487339
16,5000, 5000, 5000, 0.129067, 1936.978634
16,5000, 5000, 5000, 0.130606, 1914.152921
16,5000, 5000, 5000, 0.129215, 1934.763744
17,5000, 5000, 5000, 0.121347, 2060.211511
17,5000, 5000, 5000, 0.123861, 2018.394876
17,5000, 5000, 5000, 0.122771, 2036.317644
17,5000, 5000, 5000, 0.122785, 2036.083140
17,5000, 5000, 5000, 0.123272, 2028.036238
18,5000, 5000, 5000, 0.114514, 2183.143965
18,5000, 5000, 5000, 0.119847, 2085.989128
18,5000, 5000, 5000, 0.113627, 2200.186136
18,5000, 5000, 5000, 0.114033, 2192.338697
18,5000, 5000, 5000, 0.114605, 2181.397113
19,5000, 5000, 5000, 0.115212, 2169.919561
19,5000, 5000, 5000, 0.111932, 2233.498311
19,5000, 5000, 5000, 0.111385, 2244.477221
19,5000, 5000, 5000, 0.111696, 2238.211628
19,5000, 5000, 5000, 0.112769, 2216.927883
20,5000, 5000, 5000, 0.107267, 2330.636231
20,5000, 5000, 5000, 0.109748, 2277.953893
20,5000, 5000, 5000, 0.107161, 2332.927731
20,5000, 5000, 5000, 0.109940, 2273.972169
20,5000, 5000, 5000, 0.107769, 2319.779939
