k,nsteps,mpi_procs,omp_threads,evolution,time
10000,500,1,1,1,758.990438
10000,500,1,2,1,379.926572
10000,500,1,3,1,253.847434
10000,500,1,4,1,190.458544
10000,500,1,5,1,152.375071
10000,500,1,6,1,127.029931
10000,500,1,7,1,108.936694
10000,500,1,8,1,95.333557
10000,500,1,9,1,84.741528
10000,500,1,10,1,76.312886
10000,500,1,11,1,69.472621
10000,500,1,12,1,63.749705
