k,nsteps,mpi_procs,omp_threads,evolution,time
15000,500,1,1,1,1706.054851
15000,500,1,2,1,854.417339
15000,500,1,3,1,569.711978
15000,500,1,4,1,427.522263
15000,500,1,5,1,342.108387
15000,500,1,6,1,285.258959
15000,500,1,7,1,244.595193
15000,500,1,8,1,214.005157
15000,500,1,9,1,190.294483
15000,500,1,10,1,171.352996
15000,500,1,11,1,155.915195
15000,500,1,12,1,142.988423
