k,nsteps,mpi_procs,omp_threads,evolution,time
18000,500,1,1,1,2460.598816
18000,500,1,2,1,1231.362118
18000,500,1,3,1,821.832662
18000,500,1,4,1,616.628522
18000,500,1,5,1,493.380319
18000,500,1,6,1,411.283656
18000,500,1,7,1,352.618243
18000,500,1,8,1,308.616044
18000,500,1,9,1,274.586627
18000,500,1,10,1,246.951320
18000,500,1,11,1,224.606424
18000,500,1,12,1,205.983281
