k,nsteps,mpi_procs,omp_threads,evolution,time
10000,100,1,1,1,158.057631
10000,100,1,2,1,79.174552
10000,100,1,3,1,52.850870
10000,100,1,4,1,39.770899
10000,100,1,5,1,31.798171
10000,100,1,6,1,26.551105
10000,100,1,7,1,22.775024
10000,100,1,8,1,19.929286
10000,100,1,9,1,17.747808
10000,100,1,10,1,15.970978
10000,100,1,11,1,14.510799
10000,100,1,12,1,13.437666
