15000x15000x15000	2.886715 s	2338.298181 GFLOPS
15000, 15000, 15000, 3.323335, 2031.092231
15000x15000x15000	3.323335 s	2031.092231 GFLOPS
15500, 15500, 15500, 3.712319, 2006.225574
15500x15500x15500	3.712319 s	2006.225574 GFLOPS
15500, 15500, 15500, 3.674502, 2026.873443
15500x15500x15500	3.674502 s	2026.873443 GFLOPS
15500, 15500, 15500, 3.564627, 2089.349250
15500x15500x15500	3.564627 s	2089.349250 GFLOPS
15500, 15500, 15500, 3.626109, 2053.923307
15500x15500x15500	3.626109 s	2053.923307 GFLOPS
15500, 15500, 15500, 3.696644, 2014.732560
15500x15500x15500	3.696644 s	2014.732560 GFLOPS
16000, 16000, 16000, 3.867148, 2118.356775
16000x16000x16000	3.867148 s	2118.356775 GFLOPS
16000, 16000, 16000, 3.950512, 2073.655066
16000x16000x16000	3.950512 s	2073.655066 GFLOPS
16000, 16000, 16000, 3.771651, 2171.992998
16000x16000x16000	3.771651 s	2171.992998 GFLOPS
16000, 16000, 16000, 3.910485, 2094.880752
16000x16000x16000	3.910485 s	2094.880752 GFLOPS
16000, 16000, 16000, 4.068567, 2013.485417
16000x16000x16000	4.068567 s	2013.485417 GFLOPS
16500, 16500, 16500, 4.422722, 2031.384847
16500x16500x16500	4.422722 s	2031.384847 GFLOPS
16500, 16500, 16500, 4.503783, 1994.822955
16500x16500x16500	4.503783 s	1994.822955 GFLOPS
16500, 16500, 16500, 4.401147, 2041.342654
16500x16500x16500	4.401147 s	2041.342654 GFLOPS
16500, 16500, 16500, 4.370120, 2055.835787
16500x16500x16500	4.370120 s	2055.835787 GFLOPS
16500, 16500, 16500, 4.527750, 1984.263791
16500x16500x16500	4.527750 s	1984.263791 GFLOPS
17000, 17000, 17000, 4.798220, 2047.842533
17000x17000x17000	4.798220 s	2047.842533 GFLOPS
17000, 17000, 17000, 4.855642, 2023.625218
17000x17000x17000	4.855642 s	2023.625218 GFLOPS
17000, 17000, 17000, 4.899317, 2005.585576
17000x17000x17000	4.899317 s	2005.585576 GFLOPS
17000, 17000, 17000, 4.896378, 2006.789348
17000x17000x17000	4.896378 s	2006.789348 GFLOPS
17000, 17000, 17000, 4.798648, 2047.660198
17000x17000x17000	4.798648 s	2047.660198 GFLOPS
17500, 17500, 17500, 5.054372, 2120.688987
17500x17500x17500	5.054372 s	2120.688987 GFLOPS
17500, 17500, 17500, 5.052123, 2121.632981
17500x17500x17500	5.052123 s	2121.632981 GFLOPS
17500, 17500, 17500, 5.030879, 2130.591950
17500x17500x17500	5.030879 s	2130.591950 GFLOPS
17500, 17500, 17500, 5.111033, 2097.178984
17500x17500x17500	5.111033 s	2097.178984 GFLOPS
17500, 17500, 17500, 5.186671, 2066.595444
17500x17500x17500	5.186671 s	2066.595444 GFLOPS
18000, 18000, 18000, 5.466222, 2133.831988
18000x18000x18000	5.466222 s	2133.831988 GFLOPS
18000, 18000, 18000, 5.491067, 2124.177151
18000x18000x18000	5.491067 s	2124.177151 GFLOPS
