7000, 7000, 7000, 0.420542, 1631.228827
7000x7000x7000	0.420542 s	1631.228827 GFLOPS
7000, 7000, 7000, 0.449965, 1524.563191
7000x7000x7000	0.449965 s	1524.563191 GFLOPS
7500, 7500, 7500, 0.524000, 1610.209954
7500x7500x7500	0.524000 s	1610.209954 GFLOPS
7500, 7500, 7500, 0.520932, 1619.692503
7500x7500x7500	0.520932 s	1619.692503 GFLOPS
7500, 7500, 7500, 0.535779, 1574.809451
7500x7500x7500	0.535779 s	1574.809451 GFLOPS
7500, 7500, 7500, 0.524711, 1608.026822
7500x7500x7500	0.524711 s	1608.026822 GFLOPS
7500, 7500, 7500, 0.528000, 1598.010498
7500x7500x7500	0.528000 s	1598.010498 GFLOPS
8000, 8000, 8000, 0.643148, 1592.168781
8000x8000x8000	0.643148 s	1592.168781 GFLOPS
8000, 8000, 8000, 0.621700, 1647.097600
8000x8000x8000	0.621700 s	1647.097600 GFLOPS
8000, 8000, 8000, 0.614494, 1666.412289
8000x8000x8000	0.614494 s	1666.412289 GFLOPS
8000, 8000, 8000, 0.633683, 1615.949765
8000x8000x8000	0.633683 s	1615.949765 GFLOPS
8000, 8000, 8000, 0.628034, 1630.485789
8000x8000x8000	0.628034 s	1630.485789 GFLOPS
8500, 8500, 8500, 0.744858, 1648.971574
8500x8500x8500	0.744858 s	1648.971574 GFLOPS
8500, 8500, 8500, 0.747259, 1643.674479
8500x8500x8500	0.747259 s	1643.674479 GFLOPS
8500, 8500, 8500, 0.745212, 1648.188332
8500x8500x8500	0.745212 s	1648.188332 GFLOPS
8500, 8500, 8500, 0.739725, 1660.414260
8500x8500x8500	0.739725 s	1660.414260 GFLOPS
8500, 8500, 8500, 0.727240, 1688.919210
8500x8500x8500	0.727240 s	1688.919210 GFLOPS
9000, 9000, 9000, 0.838337, 1739.158254
9000x9000x9000	0.838337 s	1739.158254 GFLOPS
9000, 9000, 9000, 0.854345, 1706.571270
9000x9000x9000	0.854345 s	1706.571270 GFLOPS
9000, 9000, 9000, 0.844533, 1726.398567
9000x9000x9000	0.844533 s	1726.398567 GFLOPS
9000, 9000, 9000, 0.863072, 1689.313711
9000x9000x9000	0.863072 s	1689.313711 GFLOPS
9000, 9000, 9000, 0.860810, 1693.754187
9000x9000x9000	0.860810 s	1693.754187 GFLOPS
9500, 9500, 9500, 1.082538, 1584.009406
9500x9500x9500	1.082538 s	1584.009406 GFLOPS
9500, 9500, 9500, 0.953830, 1797.751374
9500x9500x9500	0.953830 s	1797.751374 GFLOPS
9500, 9500, 9500, 0.953335, 1798.686404
9500x9500x9500	0.953335 s	1798.686404 GFLOPS
9500, 9500, 9500, 0.965239, 1776.502237
9500x9500x9500	0.965239 s	1776.502237 GFLOPS
9500, 9500, 9500, 0.963225, 1780.216724
9500x9500x9500	0.963225 s	1780.216724 GFLOPS
10000, 10000, 10000, 1.152117, 1735.935327
10000x10000x10000	1.152117 s	1735.935327 GFLOPS
10000, 10000, 10000, 1.102902, 1813.397482
10000x10000x10000	1.102902 s	1813.397482 GFLOPS
10000, 10000, 10000, 1.104711, 1810.428472
10000x10000x10000	1.104711 s	1810.428472 GFLOPS
10000, 10000, 10000, 1.110535, 1800.934186
10000x10000x10000	1.110535 s	1800.934186 GFLOPS
10000, 10000, 10000, 1.115942, 1792.207452
10000x10000x10000	1.115942 s	1792.207452 GFLOPS
10500, 10500, 10500, 1.286978, 1798.981706
10500x10500x10500	1.286978 s	1798.981706 GFLOPS
10500, 10500, 10500, 1.245894, 1858.303589
10500x10500x10500	1.245894 s	1858.303589 GFLOPS
10500, 10500, 10500, 1.253397, 1847.180397
10500x10500x10500	1.253397 s	1847.180397 GFLOPS
10500, 10500, 10500, 1.287408, 1798.381254
10500x10500x10500	1.287408 s	1798.381254 GFLOPS
10500, 10500, 10500, 1.286990, 1798.964622
10500x10500x10500	1.286990 s	1798.964622 GFLOPS
11000, 11000, 11000, 1.540531, 1727.975116
11000x11000x11000	1.540531 s	1727.975116 GFLOPS
11000, 11000, 11000, 1.508502, 1764.665078
11000x11000x11000	1.508502 s	1764.665078 GFLOPS
11000, 11000, 11000, 1.511112, 1761.616965
11000x11000x11000	1.511112 s	1761.616965 GFLOPS
11000, 11000, 11000, 1.510470, 1762.364856
11000x11000x11000	1.510470 s	1762.364856 GFLOPS
11000, 11000, 11000, 1.481808, 1796.454139
11000x11000x11000	1.481808 s	1796.454139 GFLOPS
11500, 11500, 11500, 1.672481, 1818.705381
11500x11500x11500	1.672481 s	1818.705381 GFLOPS
11500, 11500, 11500, 1.665109, 1826.756851
11500x11500x11500	1.665109 s	1826.756851 GFLOPS
11500, 11500, 11500, 1.635592, 1859.724347
11500x11500x11500	1.635592 s	1859.724347 GFLOPS
11500, 11500, 11500, 1.653640, 1839.426997
11500x11500x11500	1.653640 s	1839.426997 GFLOPS
11500, 11500, 11500, 1.678075, 1812.642616
11500x11500x11500	1.678075 s	1812.642616 GFLOPS
12000, 12000, 12000, 1.918699, 1801.220784
12000x12000x12000	1.918699 s	1801.220784 GFLOPS
12000, 12000, 12000, 1.866082, 1852.008581
12000x12000x12000	1.866082 s	1852.008581 GFLOPS
12000, 12000, 12000, 1.908087, 1811.238139
12000x12000x12000	1.908087 s	1811.238139 GFLOPS
12000, 12000, 12000, 1.877186, 1841.053703
12000x12000x12000	1.877186 s	1841.053703 GFLOPS
12000, 12000, 12000, 1.828080, 1890.508009
12000x12000x12000	1.828080 s	1890.508009 GFLOPS
12500, 12500, 12500, 2.133042, 1831.304984
12500x12500x12500	2.133042 s	1831.304984 GFLOPS
12500, 12500, 12500, 2.120455, 1842.175002
12500x12500x12500	2.120455 s	1842.175002 GFLOPS
12500, 12500, 12500, 2.066760, 1890.035631
12500x12500x12500	2.066760 s	1890.035631 GFLOPS
12500, 12500, 12500, 2.070915, 1886.243644
12500x12500x12500	2.070915 s	1886.243644 GFLOPS
12500, 12500, 12500, 2.067802, 1889.083079
12500x12500x12500	2.067802 s	1889.083079 GFLOPS
13000, 13000, 13000, 2.244841, 1957.377046
13000x13000x13000	2.244841 s	1957.377046 GFLOPS
13000, 13000, 13000, 2.255925, 1947.759361
13000x13000x13000	2.255925 s	1947.759361 GFLOPS
13000, 13000, 13000, 2.284751, 1923.185742
13000x13000x13000	2.284751 s	1923.185742 GFLOPS
13000, 13000, 13000, 2.276082, 1930.510198
13000x13000x13000	2.276082 s	1930.510198 GFLOPS
13000, 13000, 13000, 2.256540, 1947.228816
13000x13000x13000	2.256540 s	1947.228816 GFLOPS
13500, 13500, 13500, 2.514532, 1956.925028
13500x13500x13500	2.514532 s	1956.925028 GFLOPS
